date,amm_busheling_midwest,hr_coil,alluminum,iron_ore,turkish_scrap,nue
12/26/17,306,515,1926,39,445,53
12/27/17,233,794,2948,130,421,31
12/28/17,195,419,2757,103,239,75
12/29/17,181,857,1671,103,466,27
12/30/17,339,388,2913,42,359,68
12/31/17,306,1071,2589,60,270,73
1/1/18,395,360,2793,37,500,54
1/2/18,462,513,2872,76,341,30
1/3/18,410,1065,2367,114,341,46
1/4/18,217,359,1986,112,375,39
1/5/18,337,880,1938,58,178,58
1/6/18,199,450,2622,108,341,32
1/7/18,283,738,1747,148,261,71
1/8/18,494,839,2887,56,464,56
1/9/18,439,1019,2033,49,328,42
1/10/18,490,662,3033,115,481,62
1/11/18,300,395,2914,138,488,37
1/12/18,232,571,1666,61,396,42
1/13/18,236,953,1976,104,178,39
1/14/18,452,820,2929,107,408,67
1/15/18,387,928,1322,136,270,82
1/16/18,201,953,1916,95,220,36
1/17/18,162,722,2436,95,194,59
1/18/18,496,676,2034,142,410,60
1/19/18,376,814,2791,93,358,36
1/20/18,339,777,3108,60,373,69
1/21/18,403,414,3142,184,227,35
1/22/18,501,675,3158,47,330,79
1/23/18,337,470,2817,176,466,70
1/24/18,304,1006,1606,188,259,44
1/25/18,321,375,1558,102,279,73
1/26/18,295,1049,3277,106,473,27
1/27/18,238,1006,1716,70,400,55
1/28/18,196,913,3133,145,415,31
1/29/18,172,646,2833,113,236,70
1/30/18,327,837,3096,98,239,52
1/31/18,280,622,2420,163,495,70
2/1/18,197,1024,2566,50,217,26
2/2/18,225,361,1500,108,226,39
2/3/18,161,659,2674,100,245,69
2/4/18,354,856,2617,84,337,71
2/5/18,381,700,2609,96,363,62
2/6/18,223,1014,2083,109,308,80
2/7/18,204,565,1719,137,373,79
2/8/18,342,800,2386,97,369,55
2/9/18,505,973,2429,171,507,40
2/10/18,352,567,1754,182,392,33
2/11/18,274,474,1737,76,407,64
2/12/18,343,869,1365,108,245,75
2/13/18,344,464,1301,115,338,37
2/14/18,240,469,2248,129,458,70
2/15/18,349,731,2557,93,321,47
2/16/18,447,429,1342,64,328,80
2/17/18,241,369,3278,112,265,64
2/18/18,358,645,2251,56,287,73
2/19/18,447,866,1748,116,442,40
2/20/18,494,981,1297,73,241,79
2/21/18,462,394,2629,124,330,70
2/22/18,483,541,2299,169,300,81
2/23/18,418,714,2775,45,209,40
2/24/18,388,678,2434,161,200,73
2/25/18,448,1067,2969,62,478,46
2/26/18,440,615,1770,161,444,34
2/27/18,209,450,2744,105,462,58
2/28/18,480,600,1684,51,317,48
3/1/18,501,1025,2660,56,397,34
3/2/18,311,987,2659,147,293,34
3/3/18,380,661,2959,113,359,76
3/4/18,300,775,2906,124,397,33
3/5/18,234,521,2351,49,242,69
3/6/18,306,433,2109,158,475,53
3/7/18,178,649,2802,157,219,51
3/8/18,409,1066,1936,176,227,56
3/9/18,332,879,2776,109,309,25
3/10/18,507,835,3183,169,399,58
3/11/18,171,511,1385,82,510,27
3/12/18,297,515,3107,148,214,52
3/13/18,400,580,3284,171,471,47
3/14/18,409,863,2067,73,395,29
3/15/18,252,1043,2046,136,433,25
3/16/18,442,749,2367,108,199,54
3/17/18,372,1047,1267,60,387,25
3/18/18,473,778,2928,152,326,30
3/19/18,440,786,1767,114,318,33
3/20/18,439,557,2854,77,307,58
3/21/18,240,639,1802,128,472,76
3/22/18,290,508,3126,94,460,60
3/23/18,505,840,1593,89,363,72
3/24/18,207,571,2137,163,231,26
3/25/18,381,856,1944,158,225,82
3/26/18,457,536,1618,161,310,52
3/27/18,253,509,1716,39,308,52
3/28/18,329,816,1939,73,450,43
3/29/18,182,954,1304,49,224,30
3/30/18,460,702,1293,156,265,68
3/31/18,312,950,2456,49,394,35
4/1/18,283,537,2604,119,200,58
4/2/18,264,811,2129,151,406,66
4/3/18,222,932,2725,136,299,40
4/4/18,211,540,1832,110,470,54
4/5/18,276,669,2520,77,372,73
4/6/18,278,959,3027,130,261,40
4/7/18,411,823,2939,84,207,63
4/8/18,314,414,2285,140,483,61
4/9/18,436,563,3225,69,283,38
